Comune;
Santa Maria di Licodia;
Santa Marina Salina;
Santa Ninfa;
Santa Teresa di Riva;
Santa Venerina;
Santo Stefano Quisquina;
Santo Stefano di Camastra;
Saponara;
Savoca;
Scaletta Zanclea;
Sciacca;
Sciara;
Scicli;
Scillato;
Sclafani Bagni;
Scordia;
Serradifalco;
Siculiana;
Sinagra;
Siracusa;
Solarino;
Sommatino;
Sortino;
Spadafora;
Sperlinga;
Sutera;
Taormina;
Terme Vigliatore;
Termini Imerese;
Terrasini;
Torregrotta;
Torrenova;
Torretta;
Tortorici;
Trabia;
Trapani;
Trappeto;
Trecastagni;
Tremestieri Etneo;
Tripi;
Troina;
Tusa;
Ucria;
Ustica;
Valderice;
Valdina;
Valguarnera Caropepe;
Valledolmo;
Vallelunga Pratameno;
Valverde;
Venetico;
Ventimiglia di Sicilia;
Viagrande;
Vicari;
Villabate;
Villafranca Sicula;
Villafranca Tirrena;
Villafrati;
Villalba;
Villarosa;
Vita;
Vittoria;
Vizzini;
Zafferana Etnea;
